Source,Target,Type,Id,Label,Weight,capacity,distance
9,20,Directed,586,,1,-0.304961,4.960142
9,21,Directed,587,,1,-0.304961,4.960142
9,22,Directed,588,,1,-0.304961,4.960142
9,23,Directed,589,,1,-0.304961,4.960142
9,26,Directed,592,,1,-0.304961,4.960142
9,27,Directed,593,,1,-0.304961,4.960142
9,30,Directed,596,,1,-0.304961,4.960142
9,31,Directed,597,,1,-0.304961,4.960142
9,34,Directed,600,,1,-0.495055,4.527969
9,35,Directed,601,,1,-0.495055,4.527969
9,36,Directed,602,,1,-0.495055,4.527969
9,37,Directed,603,,1,-0.495055,4.527969
9,48,Directed,614,,1,-0.495055,4.527969
9,51,Directed,617,,1,-0.495055,4.527969
9,52,Directed,618,,1,-0.495055,4.527969
9,55,Directed,621,,1,-0.495055,4.527969
9,56,Directed,622,,1,-0.495055,4.527969
9,58,Directed,624,,1,-0.495055,4.527969
9,61,Directed,627,,1,-0.495055,4.527969
9,63,Directed,629,,1,-0.495055,4.527969
9,8,Directed,575,,1,-0.896093,4.049939
9,11,Directed,577,,1,-0.896093,4.049939
9,13,Directed,579,,1,-0.896093,4.049939
9,40,Directed,606,,1,-1.368367,3.50735
9,41,Directed,607,,1,-1.368367,3.50735
9,42,Directed,608,,1,-1.368367,3.50735
9,43,Directed,609,,1,-1.368367,3.50735
9,44,Directed,610,,1,-1.368367,3.50735
9,45,Directed,611,,1,-1.368367,3.50735
9,46,Directed,612,,1,-1.368367,3.50735
9,47,Directed,613,,1,-1.368367,3.50735
9,1,Directed,568,,1,-3.466065,2.863739
9,3,Directed,570,,1,-3.466065,2.863739
9,5,Directed,572,,1,-3.466065,2.863739
9,7,Directed,574,,1,-3.466065,2.863739
9,16,Directed,582,,1,-3.466065,2.863739
9,17,Directed,583,,1,-3.466065,2.863739
9,18,Directed,584,,1,-3.466065,2.863739
9,19,Directed,585,,1,-3.466065,2.863739
9,24,Directed,590,,1,-3.466065,2.863739
9,25,Directed,591,,1,-3.466065,2.863739
9,28,Directed,594,,1,-3.466065,2.863739
9,29,Directed,595,,1,-3.466065,2.863739
9,33,Directed,599,,1,-7.551904,2.02497
9,49,Directed,615,,1,-7.551904,2.02497
9,57,Directed,623,,1,-7.551904,2.02497
9,59,Directed,625,,1,-7.551904,2.02497
9,32,Directed,598,,1,-7.551904,2.024969
9,53,Directed,619,,1,-7.551904,2.024969
10,21,Directed,650,,1,0.689635,9.497949
10,41,Directed,670,,1,2.384348,8.826637
10,45,Directed,674,,1,2.384348,8.826637
10,17,Directed,646,,1,0.264571,8.591218
10,37,Directed,666,,1,1.394329,8.349163
10,61,Directed,690,,1,1.394329,8.349163
10,1,Directed,631,,1,0.053783,7.576742
10,5,Directed,635,,1,0.053783,7.576742
10,20,Directed,649,,1,0.053783,7.576742
10,23,Directed,652,,1,0.053783,7.576742
10,25,Directed,654,,1,0.053783,7.576742
10,29,Directed,658,,1,0.053783,7.576742
10,33,Directed,662,,1,0.170875,7.301131
10,39,Directed,668,,1,0.170875,7.301131
10,57,Directed,686,,1,0.170875,7.301131
10,60,Directed,689,,1,0.170875,7.301131
10,13,Directed,642,,1,0.001109,7.0147
10,40,Directed,669,,1,-0.109418,6.716064
10,43,Directed,672,,1,-0.109418,6.716064
10,44,Directed,673,,1,-0.109418,6.716064
10,47,Directed,676,,1,-0.109418,6.716064
10,0,Directed,630,,1,-0.04441,6.403516
10,4,Directed,634,,1,-0.04441,6.403516
10,16,Directed,645,,1,-0.04441,6.403516
10,19,Directed,648,,1,-0.04441,6.403516
10,27,Directed,656,,1,-0.04441,6.403516
10,31,Directed,660,,1,-0.04441,6.403516
10,35,Directed,664,,1,-0.231339,6.074909
10,36,Directed,665,,1,-0.231339,6.074909
10,56,Directed,685,,1,-0.231339,6.074909
10,63,Directed,692,,1,-0.231339,6.074909
10,49,Directed,678,,1,-0.231339,6.074908
10,53,Directed,682,,1,-0.231339,6.074908
10,9,Directed,639,,1,-0.121643,5.727479
10,12,Directed,641,,1,-0.121643,5.727479
10,15,Directed,644,,1,-0.121643,5.727479
10,3,Directed,633,,1,-0.304961,4.960142
10,7,Directed,637,,1,-0.304961,4.960142
10,22,Directed,651,,1,-0.304961,4.960142
10,24,Directed,653,,1,-0.304961,4.960142
10,28,Directed,657,,1,-0.304961,4.960142
10,32,Directed,661,,1,-0.495055,4.527969
10,38,Directed,667,,1,-0.495055,4.527969
10,48,Directed,677,,1,-0.495055,4.527969
10,51,Directed,680,,1,-0.495055,4.527969
10,52,Directed,681,,1,-0.495055,4.527969
10,55,Directed,684,,1,-0.495055,4.527969
10,59,Directed,688,,1,-0.495055,4.527969
10,62,Directed,691,,1,-0.495055,4.527969
10,8,Directed,638,,1,-0.896093,4.049939
10,11,Directed,640,,1,-0.896093,4.049939
10,14,Directed,643,,1,-0.896093,4.049939
10,42,Directed,671,,1,-1.368367,3.50735
10,46,Directed,675,,1,-1.368367,3.50735
10,2,Directed,632,,1,-3.466065,2.863739
10,6,Directed,636,,1,-3.466065,2.863739
10,18,Directed,647,,1,-3.466065,2.863739
10,26,Directed,655,,1,-3.466065,2.863739
10,30,Directed,659,,1,-3.466065,2.863739
10,34,Directed,663,,1,-7.551904,2.02497
10,50,Directed,679,,1,-7.551904,2.02497
10,54,Directed,683,,1,-7.551904,2.02497
10,58,Directed,687,,1,-7.551904,2.02497
11,60,Directed,752,,1,1.394329,8.349163
11,0,Directed,693,,1,0.053783,7.576742
11,4,Directed,697,,1,0.053783,7.576742
11,20,Directed,712,,1,0.053783,7.576742
11,21,Directed,713,,1,0.053783,7.576742
11,56,Directed,748,,1,0.170875,7.301131
11,61,Directed,753,,1,0.170875,7.301131
11,12,Directed,704,,1,0.001109,7.0147
11,40,Directed,732,,1,-0.109418,6.716064
11,41,Directed,733,,1,-0.109418,6.716064
11,44,Directed,736,,1,-0.109418,6.716064
11,45,Directed,737,,1,-0.109418,6.716064
11,1,Directed,694,,1,-0.04441,6.403516
11,5,Directed,698,,1,-0.04441,6.403516
11,16,Directed,708,,1,-0.04441,6.403516
11,17,Directed,709,,1,-0.04441,6.403516
11,37,Directed,729,,1,-0.231339,6.074909
11,48,Directed,740,,1,-0.231339,6.074909
11,57,Directed,749,,1,-0.231339,6.074909
11,36,Directed,728,,1,-0.231339,6.074908
11,52,Directed,744,,1,-0.231339,6.074908
11,62,Directed,754,,1,-0.231339,6.074908
11,8,Directed,701,,1,-0.121643,5.727479
11,13,Directed,705,,1,-0.121643,5.727479
11,14,Directed,706,,1,-0.121643,5.727479
11,2,Directed,695,,1,-0.304961,4.960142
11,6,Directed,699,,1,-0.304961,4.960142
11,22,Directed,714,,1,-0.304961,4.960142
11,23,Directed,715,,1,-0.304961,4.960142
11,24,Directed,716,,1,-0.304961,4.960142
11,25,Directed,717,,1,-0.304961,4.960142
11,28,Directed,720,,1,-0.304961,4.960142
11,29,Directed,721,,1,-0.304961,4.960142
11,32,Directed,724,,1,-0.495055,4.527969
11,33,Directed,725,,1,-0.495055,4.527969
11,38,Directed,730,,1,-0.495055,4.527969
11,39,Directed,731,,1,-0.495055,4.527969
11,49,Directed,741,,1,-0.495055,4.527969
11,50,Directed,742,,1,-0.495055,4.527969
11,53,Directed,745,,1,-0.495055,4.527969
11,54,Directed,746,,1,-0.495055,4.527969
11,58,Directed,750,,1,-0.495055,4.527969
11,63,Directed,755,,1,-0.495055,4.527969
11,9,Directed,702,,1,-0.896093,4.049939
11,10,Directed,703,,1,-0.896093,4.049939
11,15,Directed,707,,1,-0.896093,4.049939
11,42,Directed,734,,1,-1.368367,3.50735
11,43,Directed,735,,1,-1.368367,3.50735
11,46,Directed,738,,1,-1.368367,3.50735
11,47,Directed,739,,1,-1.368367,3.50735
11,3,Directed,696,,1,-3.466065,2.863739
11,7,Directed,700,,1,-3.466065,2.863739
11,18,Directed,710,,1,-3.466065,2.863739
11,19,Directed,711,,1,-3.466065,2.863739
11,26,Directed,718,,1,-3.466065,2.863739
11,27,Directed,719,,1,-3.466065,2.863739
11,30,Directed,722,,1,-3.466065,2.863739
11,31,Directed,723,,1,-3.466065,2.863739
11,35,Directed,727,,1,-7.551904,2.02497
11,51,Directed,743,,1,-7.551904,2.02497
11,55,Directed,747,,1,-7.551904,2.02497
11,59,Directed,751,,1,-7.551904,2.02497
11,34,Directed,726,,1,-7.551904,2.024969
12,27,Directed,782,,1,0.689635,9.497949
12,41,Directed,796,,1,2.384348,8.826637
12,43,Directed,798,,1,2.384348,8.826637
12,25,Directed,780,,1,0.264571,8.591218
12,35,Directed,790,,1,1.394329,8.349163
12,51,Directed,806,,1,1.394329,8.349163
12,1,Directed,757,,1,0.053783,7.576742
12,3,Directed,759,,1,0.053783,7.576742
12,17,Directed,772,,1,0.053783,7.576742
12,19,Directed,774,,1,0.053783,7.576742
12,26,Directed,781,,1,0.053783,7.576742
12,31,Directed,786,,1,0.053783,7.576742
12,33,Directed,788,,1,0.170875,7.301131
12,39,Directed,794,,1,0.170875,7.301131
12,49,Directed,804,,1,0.170875,7.301131
12,50,Directed,805,,1,0.170875,7.301131
12,11,Directed,767,,1,0.001109,7.0147
12,40,Directed,795,,1,-0.109418,6.716064
12,42,Directed,797,,1,-0.109418,6.716064
12,45,Directed,800,,1,-0.109418,6.716064
12,47,Directed,802,,1,-0.109418,6.716064
12,0,Directed,756,,1,-0.04441,6.403516
12,2,Directed,758,,1,-0.04441,6.403516
12,21,Directed,776,,1,-0.04441,6.403516
12,23,Directed,778,,1,-0.04441,6.403516
12,24,Directed,779,,1,-0.04441,6.403516
12,29,Directed,784,,1,-0.04441,6.403516
12,34,Directed,789,,1,-0.231339,6.074909
12,37,Directed,792,,1,-0.231339,6.074909
12,48,Directed,803,,1,-0.231339,6.074909
12,55,Directed,810,,1,-0.231339,6.074909
12,57,Directed,812,,1,-0.231339,6.074909
12,59,Directed,814,,1,-0.231339,6.074909
12,9,Directed,765,,1,-0.121643,5.727479
12,10,Directed,766,,1,-0.121643,5.727479
12,15,Directed,770,,1,-0.121643,5.727479
12,5,Directed,761,,1,-0.304961,4.960142
12,7,Directed,763,,1,-0.304961,4.960142
12,16,Directed,771,,1,-0.304961,4.960142
12,18,Directed,773,,1,-0.304961,4.960142
12,30,Directed,785,,1,-0.304961,4.960142
12,32,Directed,787,,1,-0.495055,4.527969
12,38,Directed,793,,1,-0.495055,4.527969
12,53,Directed,808,,1,-0.495055,4.527969
12,54,Directed,809,,1,-0.495055,4.527969
12,56,Directed,811,,1,-0.495055,4.527969
12,58,Directed,813,,1,-0.495055,4.527969
12,61,Directed,816,,1,-0.495055,4.527969
12,63,Directed,818,,1,-0.495055,4.527969
12,8,Directed,764,,1,-0.896093,4.049939
12,13,Directed,768,,1,-0.896093,4.049939
12,14,Directed,769,,1,-0.896093,4.049939
12,44,Directed,799,,1,-1.368367,3.50735
12,46,Directed,801,,1,-1.368367,3.50735
12,4,Directed,760,,1,-3.466065,2.863739
12,6,Directed,762,,1,-3.466065,2.863739
12,20,Directed,775,,1,-3.466065,2.863739
12,22,Directed,777,,1,-3.466065,2.863739
12,28,Directed,783,,1,-3.466065,2.863739
12,36,Directed,791,,1,-7.551904,2.02497
12,52,Directed,807,,1,-7.551904,2.02497
12,60,Directed,815,,1,-7.551904,2.02497
12,62,Directed,817,,1,-7.551904,2.02497
13,50,Directed,868,,1,1.394329,8.349163
13,0,Directed,819,,1,0.053783,7.576742
13,2,Directed,821,,1,0.053783,7.576742
13,26,Directed,844,,1,0.053783,7.576742
13,27,Directed,845,,1,0.053783,7.576742
13,48,Directed,866,,1,0.170875,7.301131
13,51,Directed,869,,1,0.170875,7.301131
13,10,Directed,829,,1,0.001109,7.0147
13,40,Directed,858,,1,-0.109418,6.716064
13,41,Directed,859,,1,-0.109418,6.716064
13,42,Directed,860,,1,-0.109418,6.716064
13,43,Directed,861,,1,-0.109418,6.716064
13,1,Directed,820,,1,-0.04441,6.403516
13,3,Directed,822,,1,-0.04441,6.403516
13,24,Directed,842,,1,-0.04441,6.403516
13,25,Directed,843,,1,-0.04441,6.403516
13,35,Directed,853,,1,-0.231339,6.074909
13,49,Directed,867,,1,-0.231339,6.074909
13,56,Directed,874,,1,-0.231339,6.074909
13,58,Directed,876,,1,-0.231339,6.074909
13,34,Directed,852,,1,-0.231339,6.074908
13,54,Directed,872,,1,-0.231339,6.074908
13,8,Directed,827,,1,-0.121643,5.727479
13,11,Directed,830,,1,-0.121643,5.727479
13,14,Directed,832,,1,-0.121643,5.727479
13,4,Directed,823,,1,-0.304961,4.960142
13,6,Directed,825,,1,-0.304961,4.960142
13,16,Directed,834,,1,-0.304961,4.960142
13,17,Directed,835,,1,-0.304961,4.960142
13,18,Directed,836,,1,-0.304961,4.960142
13,19,Directed,837,,1,-0.304961,4.960142
13,30,Directed,848,,1,-0.304961,4.960142
13,31,Directed,849,,1,-0.304961,4.960142
13,32,Directed,850,,1,-0.495055,4.527969
13,33,Directed,851,,1,-0.495055,4.527969
13,38,Directed,856,,1,-0.495055,4.527969
13,39,Directed,857,,1,-0.495055,4.527969
13,52,Directed,870,,1,-0.495055,4.527969
13,55,Directed,873,,1,-0.495055,4.527969
13,57,Directed,875,,1,-0.495055,4.527969
13,59,Directed,877,,1,-0.495055,4.527969
13,60,Directed,878,,1,-0.495055,4.527969
13,62,Directed,880,,1,-0.495055,4.527969
13,9,Directed,828,,1,-0.896093,4.049939
13,12,Directed,831,,1,-0.896093,4.049939
13,15,Directed,833,,1,-0.896093,4.049939
13,44,Directed,862,,1,-1.368367,3.50735
13,45,Directed,863,,1,-1.368367,3.50735
13,46,Directed,864,,1,-1.368367,3.50735
13,47,Directed,865,,1,-1.368367,3.50735
13,5,Directed,824,,1,-3.466065,2.863739
13,7,Directed,826,,1,-3.466065,2.863739
13,20,Directed,838,,1,-3.466065,2.863739
13,21,Directed,839,,1,-3.466065,2.863739
13,22,Directed,840,,1,-3.466065,2.863739
13,23,Directed,841,,1,-3.466065,2.863739
13,28,Directed,846,,1,-3.466065,2.863739
13,29,Directed,847,,1,-3.466065,2.863739
13,37,Directed,855,,1,-7.551904,2.02497
13,53,Directed,871,,1,-7.551904,2.02497
13,61,Directed,879,,1,-7.551904,2.02497
13,63,Directed,881,,1,-7.551904,2.02497
13,36,Directed,854,,1,-7.551904,2.024969
14,41,Directed,922,,1,9.057432,10.52205
14,1,Directed,883,,1,0.689635,9.497949
14,17,Directed,898,,1,0.689635,9.497949
14,25,Directed,906,,1,0.689635,9.497949
14,40,Directed,921,,1,2.384348,8.826637
14,43,Directed,924,,1,2.384348,8.826637
14,45,Directed,926,,1,2.384348,8.826637
14,0,Directed,882,,1,0.264571,8.591218
14,21,Directed,902,,1,0.264571,8.591218
14,27,Directed,908,,1,0.264571,8.591218
14,33,Directed,914,,1,1.394329,8.349163
14,49,Directed,930,,1,1.394329,8.349163
14,57,Directed,938,,1,1.394329,8.349163
14,3,Directed,885,,1,0.053783,7.576742
14,5,Directed,887,,1,0.053783,7.576742
14,16,Directed,897,,1,0.053783,7.576742
14,19,Directed,900,,1,0.053783,7.576742
14,24,Directed,905,,1,0.053783,7.576742
14,29,Directed,910,,1,0.053783,7.576742
14,35,Directed,916,,1,0.170875,7.301131
14,37,Directed,918,,1,0.170875,7.301131
14,48,Directed,929,,1,0.170875,7.301131
14,51,Directed,932,,1,0.170875,7.301131
14,56,Directed,937,,1,0.170875,7.301131
14,61,Directed,942,,1,0.170875,7.301131
14,9,Directed,891,,1,0.001109,7.0147
14,42,Directed,923,,1,-0.109418,6.716064
14,44,Directed,925,,1,-0.109418,6.716064
14,47,Directed,928,,1,-0.109418,6.716064
14,2,Directed,884,,1,-0.04441,6.403516
14,4,Directed,886,,1,-0.04441,6.403516
14,20,Directed,901,,1,-0.04441,6.403516
14,23,Directed,904,,1,-0.04441,6.403516
14,26,Directed,907,,1,-0.04441,6.403516
14,31,Directed,912,,1,-0.04441,6.403516
14,32,Directed,913,,1,-0.231339,6.074909
14,39,Directed,920,,1,-0.231339,6.074909
14,50,Directed,931,,1,-0.231339,6.074909
14,53,Directed,934,,1,-0.231339,6.074909
14,59,Directed,940,,1,-0.231339,6.074909
14,60,Directed,941,,1,-0.231339,6.074909
14,8,Directed,890,,1,-0.121643,5.727479
14,11,Directed,893,,1,-0.121643,5.727479
14,13,Directed,895,,1,-0.121643,5.727479
14,7,Directed,889,,1,-0.304961,4.960142
14,18,Directed,899,,1,-0.304961,4.960142
14,28,Directed,909,,1,-0.304961,4.960142
14,34,Directed,915,,1,-0.495055,4.527969
14,36,Directed,917,,1,-0.495055,4.527969
14,52,Directed,933,,1,-0.495055,4.527969
14,55,Directed,936,,1,-0.495055,4.527969
14,58,Directed,939,,1,-0.495055,4.527969
14,63,Directed,944,,1,-0.495055,4.527969
14,10,Directed,892,,1,-0.896093,4.049939
14,12,Directed,894,,1,-0.896093,4.049939
14,15,Directed,896,,1,-0.896093,4.049939
14,46,Directed,927,,1,-1.368367,3.50735
14,6,Directed,888,,1,-3.466065,2.863739
14,22,Directed,903,,1,-3.466065,2.863739
14,30,Directed,911,,1,-3.466065,2.863739
14,38,Directed,919,,1,-7.551904,2.02497
14,54,Directed,935,,1,-7.551904,2.02497
14,62,Directed,943,,1,-7.551904,2.02497
15,0,Directed,945,,1,0.689635,9.497949
15,40,Directed,984,,1,2.384348,8.826637
15,41,Directed,985,,1,2.384348,8.826637
15,1,Directed,946,,1,0.264571,8.591218
15,48,Directed,992,,1,1.394329,8.349163
15,56,Directed,1000,,1,1.394329,8.349163
15,2,Directed,947,,1,0.053783,7.576742
15,4,Directed,949,,1,0.053783,7.576742
15,16,Directed,960,,1,0.053783,7.576742
15,17,Directed,961,,1,0.053783,7.576742
15,24,Directed,968,,1,0.053783,7.576742
15,25,Directed,969,,1,0.053783,7.576742
15,49,Directed,993,,1,0.170875,7.301131
15,50,Directed,994,,1,0.170875,7.301131
15,57,Directed,1001,,1,0.170875,7.301131
15,60,Directed,1004,,1,0.170875,7.301131
15,8,Directed,953,,1,0.001109,7.0147
15,42,Directed,986,,1,-0.109418,6.716064
15,43,Directed,987,,1,-0.109418,6.716064
15,44,Directed,988,,1,-0.109418,6.716064
15,45,Directed,989,,1,-0.109418,6.716064
15,3,Directed,948,,1,-0.04441,6.403516
15,5,Directed,950,,1,-0.04441,6.403516
15,20,Directed,964,,1,-0.04441,6.403516
15,21,Directed,965,,1,-0.04441,6.403516
15,26,Directed,970,,1,-0.04441,6.403516
15,27,Directed,971,,1,-0.04441,6.403516
15,32,Directed,976,,1,-0.231339,6.074909
15,51,Directed,995,,1,-0.231339,6.074909
15,52,Directed,996,,1,-0.231339,6.074909
15,58,Directed,1002,,1,-0.231339,6.074909
15,61,Directed,1005,,1,-0.231339,6.074909
15,33,Directed,977,,1,-0.231339,6.074908
15,9,Directed,954,,1,-0.121643,5.727479
15,10,Directed,955,,1,-0.121643,5.727479
15,12,Directed,957,,1,-0.121643,5.727479
15,6,Directed,951,,1,-0.304961,4.960142
15,18,Directed,962,,1,-0.304961,4.960142
15,19,Directed,963,,1,-0.304961,4.960142
15,28,Directed,972,,1,-0.304961,4.960142
15,29,Directed,973,,1,-0.304961,4.960142
15,34,Directed,978,,1,-0.495055,4.527969
15,35,Directed,979,,1,-0.495055,4.527969
15,36,Directed,980,,1,-0.495055,4.527969
15,37,Directed,981,,1,-0.495055,4.527969
15,53,Directed,997,,1,-0.495055,4.527969
15,54,Directed,998,,1,-0.495055,4.527969
15,59,Directed,1003,,1,-0.495055,4.527969
15,62,Directed,1006,,1,-0.495055,4.527969
15,11,Directed,956,,1,-0.896093,4.049939
15,13,Directed,958,,1,-0.896093,4.049939
15,14,Directed,959,,1,-0.896093,4.049939
15,46,Directed,990,,1,-1.368367,3.50735
15,47,Directed,991,,1,-1.368367,3.50735
15,7,Directed,952,,1,-3.466065,2.863739
15,22,Directed,966,,1,-3.466065,2.863739
15,23,Directed,967,,1,-3.466065,2.863739
15,30,Directed,974,,1,-3.466065,2.863739
15,31,Directed,975,,1,-3.466065,2.863739
15,38,Directed,982,,1,-7.551904,2.02497
15,39,Directed,983,,1,-7.551904,2.02497
15,55,Directed,999,,1,-7.551904,2.02497
15,63,Directed,1007,,1,-7.551904,2.02497
16,39,Directed,1046,,1,1.394329,8.349163
16,14,Directed,1022,,1,0.053783,7.576742
16,15,Directed,1023,,1,0.053783,7.576742
16,27,Directed,1034,,1,0.053783,7.576742
16,31,Directed,1038,,1,0.053783,7.576742
16,35,Directed,1042,,1,0.170875,7.301131
16,38,Directed,1045,,1,0.170875,7.301131
16,23,Directed,1030,,1,0.001109,7.0147
16,50,Directed,1057,,1,-0.109418,6.716064
16,51,Directed,1058,,1,-0.109418,6.716064
16,54,Directed,1061,,1,-0.109418,6.716064
16,55,Directed,1062,,1,-0.109418,6.716064
16,10,Directed,1018,,1,-0.04441,6.403516
16,11,Directed,1019,,1,-0.04441,6.403516
16,26,Directed,1033,,1,-0.04441,6.403516
16,30,Directed,1037,,1,-0.04441,6.403516
16,34,Directed,1041,,1,-0.231339,6.074909
16,37,Directed,1044,,1,-0.231339,6.074909
16,47,Directed,1054,,1,-0.231339,6.074909
16,62,Directed,1069,,1,-0.231339,6.074909
16,63,Directed,1070,,1,-0.231339,6.074909
16,43,Directed,1050,,1,-0.231339,6.074908
16,19,Directed,1026,,1,-0.121643,5.727479
16,21,Directed,1028,,1,-0.121643,5.727479
16,22,Directed,1029,,1,-0.121643,5.727479
16,2,Directed,1010,,1,-0.304961,4.960142
16,3,Directed,1011,,1,-0.304961,4.960142
16,6,Directed,1014,,1,-0.304961,4.960142
16,7,Directed,1015,,1,-0.304961,4.960142
16,12,Directed,1020,,1,-0.304961,4.960142
16,13,Directed,1021,,1,-0.304961,4.960142
16,25,Directed,1032,,1,-0.304961,4.960142
16,29,Directed,1036,,1,-0.304961,4.960142
16,33,Directed,1040,,1,-0.495055,4.527969
16,36,Directed,1043,,1,-0.495055,4.527969
16,41,Directed,1048,,1,-0.495055,4.527969
16,42,Directed,1049,,1,-0.495055,4.527969
16,45,Directed,1052,,1,-0.495055,4.527969
16,46,Directed,1053,,1,-0.495055,4.527969
16,58,Directed,1065,,1,-0.495055,4.527969
16,59,Directed,1066,,1,-0.495055,4.527969
16,60,Directed,1067,,1,-0.495055,4.527969
16,61,Directed,1068,,1,-0.495055,4.527969
16,17,Directed,1024,,1,-0.896093,4.049939
16,18,Directed,1025,,1,-0.896093,4.049939
16,20,Directed,1027,,1,-0.896093,4.049939
16,48,Directed,1055,,1,-1.368367,3.50735
16,49,Directed,1056,,1,-1.368367,3.50735
16,52,Directed,1059,,1,-1.368367,3.50735
16,53,Directed,1060,,1,-1.368367,3.50735
16,0,Directed,1008,,1,-3.466065,2.863739
16,1,Directed,1009,,1,-3.466065,2.863739
16,4,Directed,1012,,1,-3.466065,2.863739
16,5,Directed,1013,,1,-3.466065,2.863739
16,8,Directed,1016,,1,-3.466065,2.863739
16,9,Directed,1017,,1,-3.466065,2.863739
16,24,Directed,1031,,1,-3.466065,2.863739
16,28,Directed,1035,,1,-3.466065,2.863739
16,32,Directed,1039,,1,-7.551904,2.02497
16,40,Directed,1047,,1,-7.551904,2.02497
16,44,Directed,1051,,1,-7.551904,2.02497
16,56,Directed,1063,,1,-7.551904,2.02497
16,57,Directed,1064,,1,-7.551904,2.02497
17,14,Directed,1085,,1,0.689635,9.497949
17,50,Directed,1120,,1,2.384348,8.826637
17,54,Directed,1124,,1,2.384348,8.826637
17,10,Directed,1081,,1,0.264571,8.591218
17,38,Directed,1108,,1,1.394329,8.349163
17,62,Directed,1132,,1,1.394329,8.349163
17,2,Directed,1073,,1,0.053783,7.576742
17,6,Directed,1077,,1,0.053783,7.576742
17,12,Directed,1083,,1,0.053783,7.576742
17,15,Directed,1086,,1,0.053783,7.576742
17,26,Directed,1096,,1,0.053783,7.576742
17,30,Directed,1100,,1,0.053783,7.576742
17,34,Directed,1104,,1,0.170875,7.301131
17,39,Directed,1109,,1,0.170875,7.301131
17,58,Directed,1128,,1,0.170875,7.301131
17,60,Directed,1130,,1,0.170875,7.301131
17,22,Directed,1092,,1,0.001109,7.0147
17,48,Directed,1118,,1,-0.109418,6.716064
17,51,Directed,1121,,1,-0.109418,6.716064
17,52,Directed,1122,,1,-0.109418,6.716064
17,55,Directed,1125,,1,-0.109418,6.716064
17,0,Directed,1071,,1,-0.04441,6.403516
17,4,Directed,1075,,1,-0.04441,6.403516
17,8,Directed,1079,,1,-0.04441,6.403516
17,11,Directed,1082,,1,-0.04441,6.403516
17,27,Directed,1097,,1,-0.04441,6.403516
17,31,Directed,1101,,1,-0.04441,6.403516
17,35,Directed,1105,,1,-0.231339,6.074909
17,36,Directed,1106,,1,-0.231339,6.074909
17,42,Directed,1112,,1,-0.231339,6.074909
17,46,Directed,1116,,1,-0.231339,6.074909
17,56,Directed,1126,,1,-0.231339,6.074909
17,63,Directed,1133,,1,-0.231339,6.074909
17,18,Directed,1088,,1,-0.121643,5.727479
17,20,Directed,1090,,1,-0.121643,5.727479
17,23,Directed,1093,,1,-0.121643,5.727479
17,3,Directed,1074,,1,-0.304961,4.960142
17,7,Directed,1078,,1,-0.304961,4.960142
17,13,Directed,1084,,1,-0.304961,4.960142
17,24,Directed,1094,,1,-0.304961,4.960142
17,28,Directed,1098,,1,-0.304961,4.960142
17,32,Directed,1102,,1,-0.495055,4.527969
17,37,Directed,1107,,1,-0.495055,4.527969
17,40,Directed,1110,,1,-0.495055,4.527969
17,43,Directed,1113,,1,-0.495055,4.527969
17,44,Directed,1114,,1,-0.495055,4.527969
17,47,Directed,1117,,1,-0.495055,4.527969
17,59,Directed,1129,,1,-0.495055,4.527969
17,61,Directed,1131,,1,-0.495055,4.527969
17,16,Directed,1087,,1,-0.896093,4.049939
17,19,Directed,1089,,1,-0.896093,4.049939
17,21,Directed,1091,,1,-0.896093,4.049939
17,49,Directed,1119,,1,-1.368367,3.50735
17,53,Directed,1123,,1,-1.368367,3.50735
17,1,Directed,1072,,1,-3.466065,2.863739
17,5,Directed,1076,,1,-3.466065,2.863739
17,9,Directed,1080,,1,-3.466065,2.863739
17,25,Directed,1095,,1,-3.466065,2.863739
17,29,Directed,1099,,1,-3.466065,2.863739
17,33,Directed,1103,,1,-7.551904,2.02497
17,41,Directed,1111,,1,-7.551904,2.02497
17,45,Directed,1115,,1,-7.551904,2.02497
17,57,Directed,1127,,1,-7.551904,2.02497
18,21,Directed,1154,,1,0.001109,7.0147
18,37,Directed,1170,,1,-0.231339,6.074909
18,39,Directed,1172,,1,-0.231339,6.074909
18,41,Directed,1174,,1,-0.231339,6.074909
18,60,Directed,1193,,1,-0.231339,6.074909
18,61,Directed,1194,,1,-0.231339,6.074909
18,45,Directed,1178,,1,-0.231339,6.074908
18,17,Directed,1151,,1,-0.121643,5.727479
18,20,Directed,1153,,1,-0.121643,5.727479
18,23,Directed,1156,,1,-0.121643,5.727479
18,0,Directed,1134,,1,-0.304961,4.960142
18,1,Directed,1135,,1,-0.304961,4.960142
18,4,Directed,1138,,1,-0.304961,4.960142
18,5,Directed,1139,,1,-0.304961,4.960142
18,12,Directed,1146,,1,-0.304961,4.960142
18,13,Directed,1147,,1,-0.304961,4.960142
18,14,Directed,1148,,1,-0.304961,4.960142
18,15,Directed,1149,,1,-0.304961,4.960142
18,25,Directed,1158,,1,-0.304961,4.960142
18,27,Directed,1160,,1,-0.304961,4.960142
18,29,Directed,1162,,1,-0.304961,4.960142
18,31,Directed,1164,,1,-0.304961,4.960142
18,33,Directed,1166,,1,-0.495055,4.527969
18,35,Directed,1168,,1,-0.495055,4.527969
18,36,Directed,1169,,1,-0.495055,4.527969
18,38,Directed,1171,,1,-0.495055,4.527969
18,40,Directed,1173,,1,-0.495055,4.527969
