0.9  -341.97872310
1.0  -345.69897081
1.3  -349.04299705
1.4  -349.33465981
1.5  -349.45652113
1.55  -349.47960474
1.6  -349.48805696
1.65  -349.48318647
1.7  -349.46676904
1.8  -349.42490879
2.0  -349.31543502
2.2  -349.20320982
2.4  -349.10201095
2.6  -349.01626176
2.8  -348.94468471
3.0  -348.88612656
3.2  -348.84113023
3.4  -348.80628048
3.6  -348.77891411
3.9  -348.74794281
5.3  -348.68493400
5.5  -348.68171499
6.0  -348.67600536
 

